credit_history_id,customer_id,credit_score,credit_bureau,score_date
eecf6fb0-1081-4384-a56d-381cb0ee3e47,b184f3c2-8cbf-4b8b-a3f2-cfe44b375142,676.0,Experian,2023-01-06 15:00:20.067405
b7504ff4-82a9-4547-92a7-5d7aba15d2fb,b184f3c2-8cbf-4b8b-a3f2-cfe44b375142,484.0,Experian,2023-12-15 14:46:10.861681
7dd84745-590d-4b57-b110-15275b49e25d,49f0b5ff-fa37-49ef-917f-8444e38f2954,458.0,Equifax,2024-08-22 08:15:48.524348
6e3bdd55-603d-4f38-9429-c3ced8946f4c,49f0b5ff-fa37-49ef-917f-8444e38f2954,820.0,TransUnion,2023-02-02 22:47:53.566486
4344fd65-7182-4f37-a846-a9b6f12f0dea,49f0b5ff-fa37-49ef-917f-8444e38f2954,498.0,Experian,2024-04-27 03:54:17.515974
e832d4dc-e45f-4086-9346-1f5580089ad2,49f0b5ff-fa37-49ef-917f-8444e38f2954,672.0,Experian,2024-10-23 23:35:11.667766
31b4f16e-7c00-4de7-8742-1d1c1c221511,32572773-0469-4012-8339-b8a645f289a9,519.0,TransUnion,2023-05-04 20:49:12.846926
b56138aa-8ff4-4b2f-9f3e-a68aedd7035d,32572773-0469-4012-8339-b8a645f289a9,535.0,TransUnion,2024-01-26 02:44:38.557353
a3bc92cb-83cf-41e7-a972-59e22fd16fa3,32572773-0469-4012-8339-b8a645f289a9,818.0,Equifax,2023-12-05 08:38:54.034876
63c29988-6831-4c5b-8111-20b942600008,45665729-e6b3-4946-8e19-23b53d169f2a,644.0,,2023-09-01 05:29:59.571646
ea751093-68ce-4a37-87a2-dbe4730e81bc,45665729-e6b3-4946-8e19-23b53d169f2a,644.0,TransUnion,2023-11-26 21:13:23.523917
78e2e46a-d176-448e-b0e1-3a3d0c07c24b,45665729-e6b3-4946-8e19-23b53d169f2a,595.0,TransUnion,2023-10-11 03:16:28.038249
1e2b9f1f-0c5e-4a4b-a9a8-bc526610e5e7,45665729-e6b3-4946-8e19-23b53d169f2a,499.0,TransUnion,2025-01-14 10:49:18.159726
8c7de072-13be-4ea6-a233-8d8f7b2acef8,f95faab8-2e06-4c0e-ac17-8fb5dbc5e8bf,374.0,Equifax,2024-10-22 08:03:04.829518
9fb1763f-52a6-42e4-ae61-9dbcc7e607a0,f95faab8-2e06-4c0e-ac17-8fb5dbc5e8bf,742.0,TransUnion,2024-11-07 13:29:17.908806
fcec13be-023f-431b-8195-3d910bed7f55,f95faab8-2e06-4c0e-ac17-8fb5dbc5e8bf,582.0,TransUnion,2025-02-25 15:04:18.797311
b3901f7c-0b1b-40bf-ac98-272f7714eea8,f95faab8-2e06-4c0e-ac17-8fb5dbc5e8bf,500.0,Experian,2024-01-14 19:27:28.747772
7659c82a-479d-4c08-9fac-7012c9cdf5d1,b68467a7-8fd5-4e26-8951-6eb299fcac1f,595.0,TransUnion,2023-10-20 10:05:05.975476
8c0b0ae7-2c7e-458f-9be1-ae0cf8423b63,b68467a7-8fd5-4e26-8951-6eb299fcac1f,820.0,Experian,2023-09-24 14:56:33.861684
49f7d656-8784-440a-bb22-fc3ce7214c9c,b68467a7-8fd5-4e26-8951-6eb299fcac1f,569.0,Experian,2023-07-25 19:32:28.983308
fd6b1b13-5651-4458-a04e-4991c1b2cd47,b68467a7-8fd5-4e26-8951-6eb299fcac1f,795.0,Equifax,2025-02-06 06:51:56.344113
d97e9f27-5985-4a53-b64f-24d8e7ce632e,e8a47074-6800-4be4-90ea-952dfbf5eb84,654.0,Experian,2025-06-06 20:07:31.125441
c77e6878-e52f-486e-9dd5-6add5a30a86e,e8a47074-6800-4be4-90ea-952dfbf5eb84,566.0,Equifax,2024-10-13 18:38:38.581583
25f200fa-e91c-42ae-9e5c-4b546e9dd526,e8a47074-6800-4be4-90ea-952dfbf5eb84,457.0,TransUnion,2023-08-31 23:24:09.811955
f451051f-27b1-4403-b24f-486f430d743b,e9aaeb92-d9dd-46c3-8ef7-bb2602f5f706,399.0,Experian,2023-12-04 08:25:09.028208
b0d4ded7-8afc-4ae6-8810-c8ac5a1f1136,e9aaeb92-d9dd-46c3-8ef7-bb2602f5f706,735.0,Experian,2025-02-24 20:21:59.669475
54699f77-edac-4657-96b4-3272b10152cf,e9aaeb92-d9dd-46c3-8ef7-bb2602f5f706,760.0,Equifax,2025-04-25 17:44:11.237599
d4d1f374-190f-4fc5-b5ed-278791319bce,e9aaeb92-d9dd-46c3-8ef7-bb2602f5f706,460.0,Equifax,2024-04-28 14:21:05.158552
fb4210e5-25bf-4123-b659-3e5538ed71e6,e9aaeb92-d9dd-46c3-8ef7-bb2602f5f706,368.0,Experian,2024-12-21 00:07:53.391369
3c5fb14c-e439-4c1a-bb85-f997acea8723,377dcd84-07f6-4607-924b-e2402f22a467,785.0,Experian,2023-01-17 11:45:16.079519
3fd8ef69-8435-43ab-90ee-89ffed2ef0d9,377dcd84-07f6-4607-924b-e2402f22a467,846.0,TransUnion,2023-10-22 16:35:54.857625
56f11467-d088-42a6-9269-1a705aac58fb,96caf8df-6f05-43f8-8bd1-c6b2e9260eda,,Experian,2025-08-19 08:11:22.063089
2d831d0c-3bb8-4296-8cc8-70039af3efb9,c2169918-d5b0-4020-90f2-7d7161f35537,547.0,TransUnion,2024-12-07 02:56:12.064121
e4aa5286-1430-40f5-bbca-e58e085deefc,c2169918-d5b0-4020-90f2-7d7161f35537,740.0,TransUnion,2024-11-05 08:01:39.246851
5dcda147-b40f-4ba9-bdca-c2d60a0ce014,4614b107-8cbd-4e69-a7ef-7046a8f1a129,663.0,Experian,2023-04-20 14:19:56.231027
10ec59c5-c03c-4c16-906b-3f84a913e484,4614b107-8cbd-4e69-a7ef-7046a8f1a129,694.0,Equifax,2022-11-20 23:52:27.167197
77171578-0eaa-40fb-b068-d669218d2d19,ac9827d5-c463-4f5a-8fd6-63bd653e57a6,598.0,Experian,2023-07-27 21:38:00.684510
cf2b93f5-8146-4222-9985-d229933eff85,ac9827d5-c463-4f5a-8fd6-63bd653e57a6,,Experian,2024-03-10 08:13:23.457787
b79ee86a-1bea-4aa3-a2d9-d80e2a1afd8a,ac9827d5-c463-4f5a-8fd6-63bd653e57a6,475.0,Equifax,2025-04-26 23:08:09.560575
1866739a-06bf-4400-acdd-cfed6d9e993c,ac9827d5-c463-4f5a-8fd6-63bd653e57a6,517.0,TransUnion,2025-06-30 03:55:23.739127
60273cf2-19bd-4698-b597-e86d05a1780d,ac9827d5-c463-4f5a-8fd6-63bd653e57a6,597.0,TransUnion,2025-07-11 15:27:34.055072
447aa12a-2da4-44a7-aaa2-1fc2fda2e90f,f5bbbcc2-7269-4cc6-9d65-1d1896450d18,322.0,Experian,2024-02-03 20:31:56.111555
066ec25b-78a1-4968-a52d-d5e9d15a40d5,f5bbbcc2-7269-4cc6-9d65-1d1896450d18,471.0,TransUnion,2023-02-15 20:21:26.148445
d005b3c2-7363-4a06-91e7-64b61378df21,4e80bf80-a661-4cb4-93a5-137977a5601f,626.0,Equifax,2023-03-07 03:00:00.977357
3345ff63-a710-4a2f-9f82-e7e9e1bc26ec,4e80bf80-a661-4cb4-93a5-137977a5601f,801.0,Equifax,2022-11-21 11:41:33.621133
0a41f44a-1c8a-4b89-a354-a781008c8581,4e80bf80-a661-4cb4-93a5-137977a5601f,587.0,,2024-03-10 22:25:05.420297
6d05bfed-32da-4296-91d6-4ac1fce5c5df,2655956e-e1fe-4e91-8d2a-269897a5c445,652.0,Experian,2022-10-10 01:52:02.567207
baa5ced8-16ee-4611-89e2-d7a80dd35252,e5a8071d-9e1f-4f84-95ea-f00b9611dba9,847.0,Experian,2023-04-03 01:27:34.896169
b7b705cb-2d0c-4232-9a34-5fbbd2d318b2,b8f5aa92-5b3f-4642-a55a-1d27a7430d2e,655.0,Experian,2023-04-27 01:33:35.537396
c69d0050-8002-4a8c-9405-e3074bfeb131,b8f5aa92-5b3f-4642-a55a-1d27a7430d2e,688.0,Experian,2024-04-07 03:53:36.644607
c9bc6e6e-638d-47b8-bb1a-4d71ca695f6d,b8f5aa92-5b3f-4642-a55a-1d27a7430d2e,649.0,Experian,2023-01-16 10:50:50.673798
ee7c9fa7-3a13-40ed-b466-89171ae2d8d7,000bccf5-ac3a-46f3-ad28-19afb4a43467,635.0,Experian,2023-04-29 05:10:42.263611
9e76b86b-a8b6-4e66-8500-e0fe38ab076a,000bccf5-ac3a-46f3-ad28-19afb4a43467,462.0,Experian,2023-01-15 07:28:17.883952
09d1c9f1-53a8-4cbb-9aae-e3cd5737fa57,000bccf5-ac3a-46f3-ad28-19afb4a43467,560.0,TransUnion,2023-07-18 15:36:51.056440
5180c29a-0896-49bc-ad4e-cd39b378b2ea,000bccf5-ac3a-46f3-ad28-19afb4a43467,572.0,TransUnion,2023-08-04 09:43:01.841647
804ce949-b4f8-4c42-b842-ee093da61e3e,000bccf5-ac3a-46f3-ad28-19afb4a43467,695.0,Experian,2025-01-10 03:19:02.237197
042edd6d-852d-472e-a978-dab1c1574385,14c0255a-8a1f-4dd7-859a-d32c41077acd,516.0,TransUnion,2023-06-14 21:33:30.440021
bbf634ed-7f66-43d1-b5a1-8084c15bc523,14c0255a-8a1f-4dd7-859a-d32c41077acd,649.0,Equifax,2025-04-16 16:26:30.517381
31f8ac10-85d6-411c-b650-f9d061dfeddc,14c0255a-8a1f-4dd7-859a-d32c41077acd,747.0,Equifax,2025-04-04 11:03:47.793530
d6217df3-fa41-4418-ab68-11b2ef730df6,b62bca18-fe62-4c27-bb6d-aab3af2769b0,471.0,TransUnion,2022-11-29 19:36:22.258687
6b9b7ea9-5f34-4848-a12f-82c011103175,b62bca18-fe62-4c27-bb6d-aab3af2769b0,751.0,Experian,2025-03-07 23:37:25.744391
6957c817-0f86-47f2-ad11-cd01730429ed,b62bca18-fe62-4c27-bb6d-aab3af2769b0,781.0,TransUnion,2025-04-22 03:40:03.471202
a6c314bb-846e-41f7-ba79-ac577b2881f5,b62bca18-fe62-4c27-bb6d-aab3af2769b0,429.0,Experian,2024-09-03 20:02:40.494781
fdb96398-79c4-40f3-8f26-17633550f395,9137dc7d-356d-4296-87b2-d88536db4edc,321.0,Equifax,2024-06-20 04:18:57.269100
be839637-06b7-4e3a-b171-20168e0ac8c7,9137dc7d-356d-4296-87b2-d88536db4edc,588.0,TransUnion,2025-07-29 21:39:34.445823
435913eb-0656-46d2-9a96-81093973499f,9137dc7d-356d-4296-87b2-d88536db4edc,497.0,Equifax,2024-04-04 10:34:08.356981
93704fb3-ef91-403a-8689-42a23199a445,5ef6bca8-2af7-4c03-82b2-7cd95e2e652b,732.0,Experian,2024-03-14 19:51:38.868098
8d486256-6672-4db2-8161-d63c0a0fa009,5ef6bca8-2af7-4c03-82b2-7cd95e2e652b,490.0,Experian,2024-05-23 22:29:52.508472
5b5e0939-a888-489c-9ef1-fdb70d8cd792,5ef6bca8-2af7-4c03-82b2-7cd95e2e652b,738.0,Experian,2024-12-26 12:09:49.165794
c7a33cc9-0dad-4004-8c13-3d278d9ecd1d,5ef6bca8-2af7-4c03-82b2-7cd95e2e652b,413.0,Experian,2023-12-07 08:05:48.454561
021f9c4d-1aca-4ead-a9a4-5b4333e64d43,5ef6bca8-2af7-4c03-82b2-7cd95e2e652b,562.0,Equifax,2023-08-24 17:31:47.097380
63fb7818-1d35-4c2f-9730-5fc549e8bd9a,7d5ab1a2-63ef-49ab-8331-af765e8b67e1,633.0,Experian,2024-07-27 06:28:15.061495
471466b1-245a-498b-8767-2e4e30dc34e0,add87528-b8b0-4841-9d16-1779ef860739,38.0,Experian,2022-09-13 12:10:35.384722
21c3a32a-d980-4591-a3c8-21a0c636ba7c,add87528-b8b0-4841-9d16-1779ef860739,571.0,TransUnion,2024-03-07 19:19:12.394811
8fa01a4f-5a5d-4eb1-86cc-b9d429b2601f,94ee7c29-dcbc-4172-9522-c4c29ded6891,661.0,TransUnion,2025-06-17 05:07:09.904585
be7956a3-8948-4b41-b419-0fdbaa9fd55a,94ee7c29-dcbc-4172-9522-c4c29ded6891,667.0,Equifax,2025-08-17 20:27:58.352731
d8933451-be39-405e-bdfa-a2275b6cc42a,94ee7c29-dcbc-4172-9522-c4c29ded6891,515.0,Experian,2023-07-30 07:51:24.450270
8fd7cf36-ac41-4ab3-8a75-cda3a994872c,ba837714-4322-4311-85e3-fc48d3249430,334.0,Equifax,2025-07-12 13:00:09.089960
bcfb31c1-dc4e-459a-95b9-72588104bbb8,ba837714-4322-4311-85e3-fc48d3249430,404.0,Equifax,2023-01-07 15:36:47.985587
ee2e7643-dfe7-4ad6-8042-9643995cf772,ba837714-4322-4311-85e3-fc48d3249430,459.0,TransUnion,2023-06-19 02:37:59.381327
e0138184-c4e7-4e7c-b7e2-0a3faa919f6c,ba837714-4322-4311-85e3-fc48d3249430,390.0,Experian,2023-08-09 10:31:46.431394
d52842f2-a8a8-4855-aba5-4a6da426b2a4,73bd8867-73a8-4174-9b29-64a8e3b9967b,718.0,Experian,2022-11-24 17:14:45.549584
49f44b17-3c58-4841-adef-519e1c97c4fb,73bd8867-73a8-4174-9b29-64a8e3b9967b,591.0,Equifax,2023-05-14 21:57:23.409090
16f57901-55ff-48a9-8e90-2b4b9c038407,67c27480-38f1-4897-b9eb-22286102f9a6,648.0,Equifax,2023-08-24 01:27:47.738471
c4b8550d-0663-4fce-91f8-b7890b8cf2e9,67c27480-38f1-4897-b9eb-22286102f9a6,336.0,Equifax,2024-08-21 13:12:16.389902
5807f331-9b62-49d6-8008-248315f86f09,67c27480-38f1-4897-b9eb-22286102f9a6,308.0,Equifax,2025-05-11 20:28:54.726222
99702467-62ef-453c-a607-e24a1465d976,b8652f52-78ea-4661-8f75-eb40f31fcabe,353.0,Equifax,2022-11-21 20:00:37.389742
f0499e3c-3cd3-43c3-af9c-5d8427067cd7,b8652f52-78ea-4661-8f75-eb40f31fcabe,832.0,Equifax,2023-11-17 13:47:05.028697
62e6a61e-97e8-4d5d-8f5d-80e2b66171cb,b8652f52-78ea-4661-8f75-eb40f31fcabe,552.0,Experian,2025-05-25 07:00:40.021939
dfc83116-10e7-4fcf-a4f1-59305cf22a69,c9880dd4-ed3f-4bff-a04d-c5f0250b6397,795.0,TransUnion,2025-02-10 05:54:17.972482
7f363458-37ca-4c43-b0a8-8bc574250fbc,c9880dd4-ed3f-4bff-a04d-c5f0250b6397,705.0,Experian,2025-02-26 17:05:33.399113
2190896d-d7d8-4371-9dd7-68df3128fe2e,c9880dd4-ed3f-4bff-a04d-c5f0250b6397,786.0,TransUnion,2022-11-27 15:31:31.272720
b687d453-f66c-40df-9e08-25064ed7c9b7,c2a8b2fb-0fb5-4fd7-8d2e-462e897c0e00,301.0,Experian,2025-07-15 15:09:52.748111
c1af8615-8b92-4b57-962f-e510bee4e342,c2a8b2fb-0fb5-4fd7-8d2e-462e897c0e00,837.0,TransUnion,2022-12-08 00:57:08.472235
ca517445-5d71-4957-9c57-34d6dc95da18,c2a8b2fb-0fb5-4fd7-8d2e-462e897c0e00,428.0,Experian,2025-01-05 07:56:43.247292
d7833a5e-20ca-4b90-9c62-52f048b45155,69cae811-3301-41a7-977b-d9a422f8e667,458.0,Equifax,2023-10-05 21:12:57.065434
279b11d1-2856-4bbd-a604-cd5de03cd255,69cae811-3301-41a7-977b-d9a422f8e667,735.0,Equifax,2025-08-30 11:25:03.214385
f1ecc56b-087a-4dc2-8cc7-807d2d517ed8,69cae811-3301-41a7-977b-d9a422f8e667,,Equifax,2025-01-11 05:07:41.779401
33c5b8f1-0986-48d8-8750-6ce614b3be2d,69cae811-3301-41a7-977b-d9a422f8e667,529.0,Equifax,2023-09-02 11:54:49.460352
da9780da-a9eb-43b7-8032-1e38eab1244d,69cae811-3301-41a7-977b-d9a422f8e667,574.0,Equifax,2024-12-14 12:25:50.531735
ec842faf-4c78-443a-9fd5-4ec594a78d99,c3aa841e-2fc2-45a9-9afc-d6ef9337ace3,390.0,TransUnion,2024-02-04 11:43:37.584285
7cf09d93-1773-4fca-b235-b031399e9e65,c3aa841e-2fc2-45a9-9afc-d6ef9337ace3,318.0,Equifax,2025-05-01 01:33:55.078462
45bc3cbe-bfc1-454e-a6d7-8fd73d2a2cb9,c3aa841e-2fc2-45a9-9afc-d6ef9337ace3,796.0,Experian,2023-06-12 09:20:36.245819
b1cf45ed-657b-4e98-a414-1be44e011362,8316c3aa-b96e-410b-80fe-49b15a0c77c8,529.0,Experian,2022-10-31 08:12:46.698736
ec7a51b5-9092-458f-b137-323859f02bb3,8316c3aa-b96e-410b-80fe-49b15a0c77c8,651.0,Experian,2023-03-20 15:06:22.898988
bd4ad6a1-79a0-4ed5-8b59-64845ad19042,86cd2939-796b-4f91-89cb-1106597fd443,549.0,Equifax,2023-01-27 01:17:11.466482
a9c9b1cb-25d7-4837-ae92-3657c81d07e9,86cd2939-796b-4f91-89cb-1106597fd443,806.0,Equifax,2024-04-05 07:57:24.912759
4befff85-b9da-42bc-87f3-07ad99f6f638,86cd2939-796b-4f91-89cb-1106597fd443,388.0,Experian,2024-10-24 14:23:12.602825
85a9b773-618f-4c6e-bf35-7ed03de3ea53,86cd2939-796b-4f91-89cb-1106597fd443,570.0,TransUnion,2023-03-15 12:13:48.084141
201ec79b-1602-4d19-9177-45171fb3b00c,86cd2939-796b-4f91-89cb-1106597fd443,782.0,Experian,2024-05-07 19:51:13.463000
a2c7a717-2cc6-4044-b8c8-5bb6fd454104,29a50ea9-818e-445f-8317-a0792c3e079c,842.0,Experian,2024-06-25 14:33:14.426969
ba5c3568-3ac0-4b88-a3d6-b64d8759c8be,29a50ea9-818e-445f-8317-a0792c3e079c,419.0,Experian,2024-03-29 00:26:16.547200
c932cb0c-dbd3-4748-a6df-bd55d45daa02,29a50ea9-818e-445f-8317-a0792c3e079c,850.0,Experian,2023-11-07 19:49:02.827287
fdbdead6-30b5-4741-9cd0-d268113b5585,29a50ea9-818e-445f-8317-a0792c3e079c,303.0,,2022-12-17 04:19:24.658706
f24570fc-2c6f-4603-89c1-662e57718a1a,29a50ea9-818e-445f-8317-a0792c3e079c,381.0,Equifax,2023-03-18 23:28:10.631991
55e09aec-1484-4b4f-a21c-8ed7aa6012ad,02d86361-050b-43a4-9681-39089949d383,752.0,Equifax,2022-12-08 17:48:11.651273
72b88293-6350-4f34-a3a6-5930ef523590,d4ab2128-8335-43dc-8813-4c24883c37f4,806.0,TransUnion,2023-05-17 19:36:44.540932
8268758b-32b1-4c15-a192-558389d78a20,d4ab2128-8335-43dc-8813-4c24883c37f4,554.0,Experian,2024-03-03 05:31:51.559602
9734576a-50aa-4f4e-83ed-d6f4caeb5c5c,d4ab2128-8335-43dc-8813-4c24883c37f4,534.0,TransUnion,2024-11-26 06:02:59.621205
cb89ea68-5c84-46cd-b805-41d2fb5cf451,d4ab2128-8335-43dc-8813-4c24883c37f4,528.0,TransUnion,2023-03-03 15:17:49.955349
eba6889d-9195-4deb-89df-34b58f162342,9f3250fa-9ba7-40c0-a130-f51214e71e04,352.0,Experian,2024-10-31 07:02:00.710015
a0ad15c3-af9e-459a-9c41-8b196129eda8,9f3250fa-9ba7-40c0-a130-f51214e71e04,687.0,TransUnion,2025-02-19 18:50:36.476108
62fc45d6-b7b4-4c33-a1cb-525273523bcb,9f3250fa-9ba7-40c0-a130-f51214e71e04,729.0,TransUnion,2023-01-19 19:27:00.107042
8d46e15b-3a8f-4338-a2c1-f0c48bbd6d86,2dd74029-e25d-4e45-8fc5-570d5b074d30,552.0,Equifax,2025-06-29 15:13:38.454330
4f2f47ab-1077-4fff-9902-f8d18289d94a,8082c5f6-b5f2-4eac-aaeb-92c57ecb0b0c,764.0,TransUnion,2024-04-08 22:45:55.191225
2f2c4b53-176f-40a7-975a-6400ea5e4d07,8082c5f6-b5f2-4eac-aaeb-92c57ecb0b0c,300.0,TransUnion,2024-09-06 08:28:43.459377
c93d014e-0139-4455-bce2-4e3361f61dea,8082c5f6-b5f2-4eac-aaeb-92c57ecb0b0c,340.0,TransUnion,2023-12-27 06:45:38.909164
7852701c-4902-4334-a9b2-6e67fd3587ae,8082c5f6-b5f2-4eac-aaeb-92c57ecb0b0c,767.0,Equifax,2025-08-08 05:37:49.716253
58e06e1a-e4f2-4c78-b389-8787c113ebd9,b43de399-4d43-4675-80a7-0c15aae7fa61,388.0,Equifax,2025-09-01 06:37:05.127070
d6921ff2-8676-4ba4-894c-4fabbbc2c231,b43de399-4d43-4675-80a7-0c15aae7fa61,718.0,TransUnion,2024-12-30 18:24:51.676087
2ad3abc5-c905-4609-9712-0dca76b01097,b43de399-4d43-4675-80a7-0c15aae7fa61,373.0,Equifax,2024-03-06 15:36:01.639931
98598c82-70c9-4f3f-9331-8670ab9d0e2f,b43de399-4d43-4675-80a7-0c15aae7fa61,493.0,Experian,2025-04-29 10:03:01.705740
68a0abf7-e311-4c11-aa0f-72dca846adfc,b43de399-4d43-4675-80a7-0c15aae7fa61,638.0,Experian,2022-09-26 13:33:03.871896
67beac8c-c722-4450-b45f-690750583606,708febf6-3f1c-4943-b49d-69f91759b5e8,545.0,Experian,2022-12-05 14:30:58.771745
b2e7f799-c760-4069-8c07-73339d6bdde8,708febf6-3f1c-4943-b49d-69f91759b5e8,488.0,TransUnion,2024-04-21 08:31:43.532953
cc0a7762-8e6d-4257-9f2f-70e8d0dd3a3e,708febf6-3f1c-4943-b49d-69f91759b5e8,383.0,TransUnion,2024-06-14 08:18:40.974566
7ed79605-9a94-4c0d-9226-2c1e50d6abb7,708febf6-3f1c-4943-b49d-69f91759b5e8,407.0,Equifax,2023-11-17 15:19:50.861825
d87e0c24-8332-4abf-9e29-d1a7aab16255,2c8d1e81-4de5-4c61-952c-270ca837a2a9,657.0,Experian,2023-02-23 14:39:04.029800
a8b52ef9-00e0-41e0-8373-10f88715e682,1bc691d9-a19c-4c91-b09a-fe292e6c0ea2,369.0,Equifax,2024-10-25 15:34:22.768012
d80f2072-b8b4-457f-a56d-405ce687c977,1bc691d9-a19c-4c91-b09a-fe292e6c0ea2,611.0,Experian,2025-01-19 08:07:55.620240
09f78bca-1c60-40a7-868c-20404c404f87,1bc691d9-a19c-4c91-b09a-fe292e6c0ea2,653.0,TransUnion,2024-09-06 10:27:05.945192
0dd95bdc-0290-4acb-acf1-a01d7aca0290,1bc691d9-a19c-4c91-b09a-fe292e6c0ea2,838.0,Equifax,2024-06-20 04:11:03.429652
e56c5f04-b636-46f8-b6c3-5b769c5abd15,1bc691d9-a19c-4c91-b09a-fe292e6c0ea2,365.0,Experian,2023-08-22 03:44:43.122798
eb0d91ed-19b8-48fe-86f3-5283e326644d,4356f5f7-2441-4db3-b576-da450417a9ca,365.0,TransUnion,2024-04-24 14:47:42.240245
a49625fb-895d-4807-8a1e-37e3bb805835,4356f5f7-2441-4db3-b576-da450417a9ca,501.0,Experian,2024-04-15 06:01:53.279997
09d019a9-a952-4498-871c-18b891a8ac0a,2bd88c92-f28f-48f3-9dbb-1a73b50ef26a,625.0,TransUnion,2024-06-10 14:15:33.807268
9a66e4f8-1f50-48be-9519-1d71034b1bae,2bd88c92-f28f-48f3-9dbb-1a73b50ef26a,587.0,Equifax,2024-03-18 03:00:01.574819
112a51c9-cab3-4eb9-825b-a17a13a12fe0,2bd88c92-f28f-48f3-9dbb-1a73b50ef26a,548.0,Equifax,2025-06-06 19:21:21.169848
e3b98545-fc9b-4f2b-9628-bcb5a334a013,a85f60a4-c659-4a6c-9054-573b933e55ae,339.0,TransUnion,2023-06-11 20:47:48.573267
c4ba1752-927c-4333-b0d8-a848d5bbbb5b,a85f60a4-c659-4a6c-9054-573b933e55ae,524.0,Experian,2023-03-16 02:36:27.832111
b1bd9cf7-eafb-4a30-aaf9-ca00ab94a220,a85f60a4-c659-4a6c-9054-573b933e55ae,822.0,Experian,2024-07-19 21:04:06.903185
e81d7b24-1e18-459b-a260-8fa985484614,a85f60a4-c659-4a6c-9054-573b933e55ae,833.0,,2024-02-01 01:49:57.347295
ce5f4d5d-34b8-4721-ae56-bca9a40389f9,40e56fa1-5724-44d6-bcdd-6e55ee4f6916,702.0,,2023-01-25 08:01:53.665789
d0a7faeb-09dc-40bb-adf7-b814d807dae2,40e56fa1-5724-44d6-bcdd-6e55ee4f6916,405.0,Experian,2023-04-01 00:59:51.224834
89cb9663-acda-442c-882e-154db2c36a32,40e56fa1-5724-44d6-bcdd-6e55ee4f6916,347.0,Equifax,2024-08-15 04:53:54.724408
e0e7ca12-049f-4f48-9ac1-ff26d748cd46,a5d7271c-db06-431d-b318-3b645dbd423b,810.0,Experian,2024-08-06 21:01:01.210223
2028efca-a9fe-4ab8-a1b6-acf69a33b4a4,a5d7271c-db06-431d-b318-3b645dbd423b,471.0,TransUnion,2023-08-17 01:07:44.329960
e7d425d1-8479-45c5-a780-c9c065176c20,a5d7271c-db06-431d-b318-3b645dbd423b,509.0,Equifax,2023-04-07 23:30:21.639141
